Quantity,Discount,Profit,Shipping Cost,Month,Year,Day_of_Week,Is_Weekend,Total_sales,Day_of_Month,Order Priority_Encoded,Ship Mode_Encoded,Market_Encoded,Category_Encoded,Sub-Category_Encoded
3,0.5,-887.04,26.375915188145832,8,2014,5,1,1205.3279873285242,9,1,3,0,2,13
6,0.0,45.9,26.375915188145832,9,2011,3,0,1205.3279873285242,1,1,3,0,1,14
3,0.3,-42.747,26.375915188145832,8,2012,1,0,1795.3739999999998,21,1,3,6,0,5
5,0.0,258.15,26.375915188145832,9,2013,4,0,1205.3279873285242,6,1,0,0,2,13
5,0.15,252.9,26.375915188145832,8,2012,5,1,1205.3279873285242,18,1,2,4,2,6
9,0.25,164.565,26.375915188145832,4,2013,2,0,1205.3279873285242,17,3,3,0,0,5
8,0.0,136.08,26.375915188145832,1,2012,3,0,1205.3279873285242,5,1,1,4,2,0
4,0.0,285.72,26.375915188145832,9,2014,0,0,1205.3279873285242,29,1,3,0,2,11
8,0.0,340.56,26.375915188145832,10,2014,4,0,1205.3279873285242,3,3,2,1,0,4
6,0.0,349.56,26.375915188145832,12,2011,3,0,1205.3279873285242,22,3,0,1,2,11
6,0.0,407.1288,26.375915188145832,1,2013,1,0,1205.3279873285242,8,3,3,6,0,4
6,0.0,372.06,26.375915188145832,1,2013,1,0,1205.3279873285242,1,3,3,0,0,4
2,0.0,107.22,26.375915188145832,8,2014,1,0,974.76,19,0,0,0,2,6
2,0.0,90.12,26.375915188145832,1,2012,5,1,783.72,14,0,2,1,0,4
2,0.2,-299.8116,26.375915188145832,3,2014,4,0,1205.3279873285242,14,2,3,6,1,15
5,0.002,57.3106,26.375915188145832,11,2014,0,0,1205.3279873285242,10,3,3,5,2,6
6,0.0,0.0,26.375915188145832,7,2013,0,0,1205.3279873285242,22,2,3,4,2,6
9,0.17,65.934,26.375915188145832,12,2014,1,0,1205.3279873285242,30,1,2,0,1,14
6,0.0,227.7,26.375915188145832,6,2013,2,0,1205.3279873285242,19,3,3,3,2,13
6,0.1,740.178,26.375915188145832,12,2014,1,0,1205.3279873285242,23,3,3,4,0,4
8,0.0,20.16,26.375915188145832,7,2012,5,1,2019.84,7,0,0,0,0,9
3,0.15,-68.1525,26.375915188145832,12,2014,4,0,1205.3279873285242,19,3,3,4,2,6
3,0.0,312.9,26.375915188145832,11,2012,3,0,1205.3279873285242,29,2,3,5,0,4
3,0.4,-257.604,26.375915188145832,10,2014,4,0,1205.3279873285242,10,1,2,5,2,13
3,0.2,238.236,26.375915188145832,8,2013,4,0,1971.6480000000001,16,1,2,5,0,4
8,0.0,101.28,26.375915188145832,1,2014,1,0,1205.3279873285242,14,3,2,4,2,13
8,0.0,254.56,26.375915188145832,9,2013,5,1,1205.3279873285242,21,3,0,5,1,14
8,0.0,72.0,26.375915188145832,3,2014,3,0,1205.3279873285242,27,3,3,3,1,14
4,0.17,658.668,26.375915188145832,12,2011,1,0,1205.3279873285242,6,3,3,0,1,1
4,0.002,-1.60736,26.375915188145832,12,2011,0,0,1205.3279873285242,5,2,3,5,2,6
1,0.0,311.7,26.375915188145832,9,2014,3,0,636.15,11,0,0,3,2,13
5,0.1,320.715,26.375915188145832,10,2011,0,0,1205.3279873285242,3,3,1,0,2,13
7,0.0,167.979,26.375915188145832,9,2012,4,0,1205.3279873285242,7,1,3,6,2,0
8,0.0,94.56,26.375915188145832,8,2011,1,0,1205.3279873285242,30,0,2,1,1,12
5,0.2,131.2785,26.375915188145832,3,2012,3,0,1205.3279873285242,29,3,2,6,0,5
4,0.32,-67.6704,26.375915188145832,3,2012,0,0,1533.8624,19,0,0,6,0,4
4,0.07,625.8636,26.375915188145832,6,2012,0,0,1205.3279873285242,11,1,3,0,2,6
4,0.0,583.68,26.375915188145832,6,2013,0,0,1205.3279873285242,24,3,3,5,0,5
4,0.0,163.56,26.375915188145832,11,2013,2,0,1205.3279873285242,27,1,3,3,2,11
8,0.0,852.24,26.375915188145832,6,2013,4,0,1205.3279873285242,14,3,3,4,2,0
2,0.0,68.1,26.375915188145832,7,2012,4,0,1513.8,13,1,3,4,2,6
3,0.0,57.36,26.375915188145832,4,2013,4,0,860.4000000000001,5,0,0,5,0,5
3,0.0,153.45,26.375915188145832,9,2014,3,0,1841.67,4,1,3,0,1,14
5,0.002,441.2884,26.375915188145832,1,2013,2,0,1205.3279873285242,2,3,3,5,2,6
3,0.1,36.171,26.375915188145832,8,2014,0,0,1086.453,18,0,2,4,1,14
7,0.8,-2380.35,26.375915188145832,5,2014,4,0,1205.3279873285242,23,3,2,0,0,16
8,0.0,96.72,26.375915188145832,10,2011,1,0,1205.3279873285242,4,1,3,3,0,9
3,0.2,42.747,26.375915188145832,10,2014,2,0,2051.8559999999998,22,1,3,6,0,5
7,0.0,117.1296,26.375915188145832,11,2012,6,1,1205.3279873285242,11,0,1,6,1,14
5,0.0,582.232,26.375915188145832,12,2013,1,0,1205.3279873285242,3,3,3,6,1,14
7,0.4,-447.5947,26.375915188145832,3,2011,3,0,1205.3279873285242,17,3,3,6,0,16
2,0.0,89.94,26.375915188145832,9,2012,1,0,1205.3279873285242,18,3,3,1,2,13
3,0.3,-35.9058,26.375915188145832,3,2012,5,1,1077.174,24,1,0,6,0,4
4,0.15,-49.332,26.375915188145832,9,2013,0,0,1205.3279873285242,16,1,3,4,2,11
5,0.402,-40.7116,26.375915188145832,10,2012,5,1,1482.442,6,1,1,5,2,6
7,0.17,593.7582,26.375915188145832,10,2012,4,0,1205.3279873285242,5,1,2,0,2,11
5,0.0,65.1,26.375915188145832,8,2012,1,0,1205.3279873285242,14,3,2,5,2,13
6,0.1,20.538,26.375915188145832,9,2014,2,0,1205.3279873285242,24,1,3,0,0,9
2,0.0,259.86,26.375915188145832,6,2011,2,0,1237.56,22,1,3,0,1,1
2,0.2,59.998,26.375915188145832,3,2014,2,0,959.968,26,0,0,6,2,6
5,0.0,203.85,26.375915188145832,8,2014,3,0,1205.3279873285242,28,1,3,0,2,11
6,0.25,8.685,26.375915188145832,11,2013,5,1,1205.3279873285242,2,2,3,0,0,5
2,0.07,43.8486,26.375915188145832,6,2014,0,0,1631.2572,2,3,0,0,0,4
4,0.2,-41.52,26.375915188145832,12,2014,2,0,1205.3279873285242,10,3,0,5,0,16
6,0.0,65.7,26.375915188145832,3,2011,3,0,1205.3279873285242,3,1,2,0,0,5
4,0.1,222.624,26.375915188145832,12,2013,1,0,1205.3279873285242,3,3,3,4,2,11
4,0.0,211.32,26.375915188145832,10,2013,4,0,1205.3279873285242,25,1,2,1,0,5
13,0.0,552.24,26.375915188145832,8,2012,2,0,1205.3279873285242,8,3,3,0,1,1
7,0.0,307.23,26.375915188145832,9,2014,1,0,1205.3279873285242,23,3,0,4,0,9
4,0.0,468.96,26.375915188145832,7,2014,4,0,1205.3279873285242,4,3,3,0,2,11
5,0.0,629.01,26.375915188145832,12,2013,3,0,1205.3279873285242,26,3,3,6,0,16
6,0.0,162.9,26.375915188145832,3,2013,3,0,1205.3279873285242,14,3,3,3,1,1
4,0.0,36.12,26.375915188145832,7,2011,0,0,1205.3279873285242,18,3,3,4,2,11
4,0.5,-25.68,26.375915188145832,8,2012,4,0,1205.3279873285242,31,1,3,0,2,6
11,0.15,-24.2715,26.375915188145832,4,2011,1,0,1205.3279873285242,26,0,1,4,2,13
3,0.3,210.15,26.375915188145832,9,2014,1,0,1205.3279873285242,23,3,2,0,0,16
3,0.0,563.85,26.375915188145832,8,2014,3,0,1205.3279873285242,7,3,3,4,1,1
7,0.1,216.888,26.375915188145832,12,2014,0,0,1205.3279873285242,15,1,3,0,0,5
3,0.2,81.5949,26.375915188145832,4,2011,0,0,1151.9279999999999,11,0,2,6,2,0
9,0.25,333.585,26.375915188145832,5,2013,4,0,1205.3279873285242,10,2,3,0,0,5
6,0.15,-172.287,26.375915188145832,6,2013,1,0,1205.3279873285242,18,3,3,4,2,11
3,0.15,208.26,26.375915188145832,8,2014,5,1,1831.41,2,0,2,4,2,6
2,0.0,99.16,26.375915188145832,11,2014,1,0,1102.08,18,1,1,5,0,4
1,0.2,57.26,26.375915188145832,12,2014,0,0,458.16,15,0,2,5,0,16
2,0.0,39.54,26.375915188145832,9,2013,4,0,791.64,13,0,2,1,1,14
1,0.0,260.58,26.375915188145832,11,2014,4,0,651.48,14,3,2,3,2,13
10,0.0,405.0,26.375915188145832,8,2012,0,0,1205.3279873285242,27,1,2,0,2,11
2,0.0,14.76,26.375915188145832,8,2014,1,0,492.96,26,0,0,3,2,13
3,0.17,232.0011,26.375915188145832,11,2012,4,0,1205.3279873285242,23,2,3,0,1,1
4,0.17,-82.8384,26.375915188145832,8,2014,0,0,1831.0464,25,3,1,0,2,13
8,0.0,50.4,26.375915188145832,8,2012,2,0,1205.3279873285242,8,1,2,4,2,0
5,0.0,459.396,26.375915188145832,10,2012,4,0,1205.3279873285242,19,3,3,6,1,1
6,0.0,212.1876,26.375915188145832,9,2011,4,0,1205.3279873285242,9,1,2,6,0,5
4,0.2,0.0,26.375915188145832,5,2013,2,0,1223.68,8,1,0,5,0,5
6,0.1,150.264,26.375915188145832,5,2012,5,1,1205.3279873285242,12,0,0,0,2,13
8,0.17,-26.7192,26.375915188145832,12,2012,2,0,1352.9664,12,0,0,0,1,14
7,0.2,97.0137,26.375915188145832,6,2013,0,0,1205.3279873285242,24,1,2,6,2,13
2,0.0,49.5,26.375915188145832,10,2013,1,0,1650.72,15,1,2,0,0,4
2,0.0,35.16,26.375915188145832,3,2014,0,0,1758.0,17,1,3,3,0,4
2,0.0,107.76,26.375915188145832,4,2011,4,0,829.32,22,0,0,1,1,14
6,0.0,250.38,26.375915188145832,12,2012,0,0,1205.3279873285242,17,3,2,4,2,11
4,0.0,282.32,26.375915188145832,11,2013,4,0,1205.3279873285242,8,1,3,5,2,0
6,0.0,190.92,26.375915188145832,2,2012,5,1,1205.3279873285242,18,3,3,5,1,14
4,0.0,365.64,26.375915188145832,9,2012,4,0,1205.3279873285242,14,3,2,1,1,14
14,0.0,552.44,26.375915188145832,8,2012,1,0,1205.3279873285242,7,1,0,5,0,5
5,0.0,54.75,26.375915188145832,8,2013,0,0,1205.3279873285242,26,2,3,0,0,5
5,0.4,14.6,26.375915188145832,8,2014,4,0,1205.3279873285242,8,3,3,5,0,4
8,0.0,388.8128,26.375915188145832,7,2013,4,0,1205.3279873285242,26,3,3,6,0,16
4,0.0,251.88,26.375915188145832,3,2014,0,0,1205.3279873285242,31,1,3,1,1,14
3,0.1,631.296,26.375915188145832,8,2012,4,0,1205.3279873285242,24,1,3,4,1,1
2,0.15,128.592,26.375915188145832,11,2013,0,0,1215.024,25,1,2,4,2,6
7,0.0,73.5,26.375915188145832,6,2014,3,0,1205.3279873285242,12,3,3,0,2,11
1,0.0,87.3,26.375915188145832,12,2014,3,0,459.63,18,1,2,0,0,5
4,0.0,49.28,26.375915188145832,11,2014,1,0,1793.92,18,1,1,5,2,13
2,0.15,379.428,26.375915188145832,12,2011,3,0,1205.3279873285242,15,3,3,4,2,13
8,0.5,-127.68,26.375915188145832,8,2014,3,0,1205.3279873285242,28,1,2,4,0,4
7,0.0,155.68,26.375915188145832,6,2011,5,1,1205.3279873285242,4,0,1,5,1,1
2,0.0,227.82,26.375915188145832,2,2013,1,0,1752.6,5,3,2,4,0,4
9,0.1,76.086,26.375915188145832,9,2011,3,0,1205.3279873285242,8,0,2,4,1,14
3,0.15,25.1979,26.375915188145832,11,2011,2,0,917.9234999999999,16,0,0,6,0,4
5,0.0,157.4875,26.375915188145832,9,2011,1,0,1205.3279873285242,20,1,0,6,2,13
2,0.2,85.787,26.375915188145832,7,2014,1,0,1055.84,8,1,0,6,2,0
7,0.202,109.4856,26.375915188145832,10,2014,4,0,1205.3279873285242,17,3,3,5,2,6
2,0.0,97.56,26.375915188145832,6,2013,1,0,975.76,11,3,0,5,0,4
8,0.0,10.8248,26.375915188145832,10,2013,1,0,1205.3279873285242,29,3,3,6,1,14
5,0.2,-8.0775,26.375915188145832,11,2011,3,0,1205.3279873285242,24,1,3,6,1,14
6,0.2,149.148,26.375915188145832,12,2011,2,0,1205.3279873285242,21,3,3,6,0,5
6,0.0,357.48,26.375915188145832,10,2011,0,0,1205.3279873285242,31,1,3,1,0,5
5,0.0,657.6,26.375915188145832,10,2012,1,0,1205.3279873285242,30,1,3,4,2,11
3,0.1,36.171,26.375915188145832,10,2013,5,1,1086.453,12,0,0,4,1,14
5,0.0,103.2,26.375915188145832,8,2013,1,0,1205.3279873285242,6,1,2,5,2,13
5,0.0,247.485,26.375915188145832,8,2014,3,0,1205.3279873285242,7,3,3,6,2,13
1,0.0,34.05,26.375915188145832,6,2014,0,0,378.45,2,1,0,3,2,6
6,0.0,334.08,26.375915188145832,11,2013,4,0,1205.3279873285242,8,3,3,3,1,14
3,0.402,-260.121,26.375915188145832,3,2013,5,1,1364.337,23,1,0,5,2,6
4,0.0,398.16,26.375915188145832,6,2013,1,0,1205.3279873285242,25,1,3,5,1,1
3,0.0,69.03,26.375915188145832,3,2012,0,0,1151.28,19,3,0,4,1,14
5,0.2,118.9965,26.375915188145832,11,2014,2,0,1205.3279873285242,5,3,0,6,2,13
2,0.0,235.04,26.375915188145832,10,2014,2,0,1237.12,29,1,0,5,0,5
6,0.1,45.504,26.375915188145832,11,2012,3,0,1205.3279873285242,15,1,2,0,0,9
9,0.1,112.725,26.375915188145832,6,2013,0,0,1205.3279873285242,17,1,2,0,2,13
2,0.0,357.0,26.375915188145832,7,2013,4,0,1205.3279873285242,12,3,3,1,2,13
7,0.1,-0.084,26.375915188145832,1,2012,2,0,1205.3279873285242,11,3,3,4,2,6
4,0.1,382.632,26.375915188145832,8,2012,4,0,1205.3279873285242,31,3,3,0,0,5
4,0.1,395.544,26.375915188145832,11,2013,5,1,1205.3279873285242,23,3,3,4,0,4
2,0.0,5.22,26.375915188145832,7,2011,5,1,1047.72,16,1,2,4,2,6
3,0.15,-0.0405,26.375915188145832,9,2012,0,0,1276.7085,17,3,1,4,2,13
11,0.0,488.4,26.375915188145832,6,2014,3,0,1205.3279873285242,5,3,2,0,2,6
3,0.32,-96.4704,26.375915188145832,6,2014,0,0,1229.9976,30,0,0,6,0,4
4,0.0,222.72,26.375915188145832,8,2014,4,0,1205.3279873285242,1,3,2,1,1,14
1,0.0,79.86,26.375915188145832,6,2013,4,0,266.25,28,0,0,2,2,11
3,0.2,-125.766,26.375915188145832,2,2012,0,0,2012.2559999999999,6,2,3,6,1,14
2,0.1,8.604,26.375915188145832,12,2012,0,0,519.048,3,1,0,0,2,6
8,0.0,220.48,26.375915188145832,6,2014,0,0,1205.3279873285242,30,0,0,5,0,5
4,0.0,650.28,26.375915188145832,6,2013,0,0,1205.3279873285242,3,3,3,0,0,4
2,0.0,91.14,26.375915188145832,12,2014,1,0,1519.32,9,1,2,1,2,6
2,0.0,199.92,26.375915188145832,8,2014,4,0,1025.4,1,0,2,3,2,0
7,0.2,80.843,26.375915188145832,6,2013,5,1,1205.3279873285242,15,1,1,6,0,16
4,0.0,266.4,26.375915188145832,10,2013,1,0,1205.3279873285242,1,3,3,3,2,11
9,0.0,227.205,26.375915188145832,4,2014,1,0,1205.3279873285242,22,3,0,6,0,5
7,0.002,459.06056,26.375915188145832,3,2011,4,0,1205.3279873285242,25,3,3,5,2,6
1,0.0,106.53,26.375915188145832,6,2013,4,0,259.83,14,1,1,3,2,0
5,0.0,250.305,26.375915188145832,8,2014,4,0,1205.3279873285242,29,3,3,6,0,16
3,0.0,397.35,26.375915188145832,8,2011,3,0,1205.3279873285242,18,1,3,0,1,1
5,0.1,39.75,26.375915188145832,4,2014,1,0,1205.3279873285242,22,1,0,0,1,14
6,0.3,-71.8116,26.375915188145832,11,2014,3,0,1205.3279873285242,20,3,0,6,0,16
14,0.0,223.16,26.375915188145832,5,2013,1,0,1205.3279873285242,7,2,3,5,0,5
4,0.1,101.868,26.375915188145832,12,2011,1,0,1205.3279873285242,20,1,2,4,0,4
6,0.1,7.362,26.375915188145832,4,2013,4,0,1205.3279873285242,12,1,0,0,2,6
6,0.0,179.28,26.375915188145832,11,2011,3,0,1205.3279873285242,17,1,0,1,2,11
10,0.0,362.835,26.375915188145832,6,2014,2,0,1205.3279873285242,4,3,3,6,2,0
4,0.0,560.52,26.375915188145832,12,2014,3,0,1205.3279873285242,4,3,3,1,2,6
2,0.07,-41.334,26.375915188145832,10,2014,6,1,1536.732,19,2,3,0,0,4
5,0.0,423.45,26.375915188145832,10,2012,4,0,1205.3279873285242,19,3,2,0,1,14
4,0.7,-1020.108,26.375915188145832,7,2013,2,0,1883.088,3,0,2,1,0,4
6,0.0,67.32,26.375915188145832,11,2011,3,0,1756.8000000000002,3,0,2,5,2,13
5,0.0,238.653,26.375915188145832,9,2011,4,0,1205.3279873285242,9,1,2,6,1,14
5,0.0,657.75,26.375915188145832,10,2012,2,0,1205.3279873285242,17,3,3,0,2,6
2,0.0,279.96,26.375915188145832,2,2014,2,0,1205.3279873285242,19,3,3,3,2,13
3,0.0,80.04,26.375915188145832,7,2013,2,0,750.5999999999999,24,0,0,5,0,4
3,0.1,7.776,26.375915188145832,8,2012,4,0,2120.418,3,1,2,4,2,6
4,0.4,-137.664,26.375915188145832,8,2014,5,1,971.424,2,0,0,0,2,0
6,0.5,-91.44,26.375915188145832,5,2011,5,1,1205.3279873285242,21,1,2,4,0,4
3,0.7,-890.178,26.375915188145832,3,2013,0,0,1570.806,11,1,0,5,0,16
3,0.3,-34.9176,26.375915188145832,11,2011,3,0,1833.174,24,1,1,6,0,5
6,0.27,-259.3944,26.375915188145832,3,2012,4,0,1205.3279873285242,9,3,2,0,0,5
2,0.47,-301.8012,26.375915188145832,6,2011,3,0,1066.3176,30,0,0,0,0,16
4,0.0,86.88,26.375915188145832,12,2012,3,0,1205.3279873285242,13,1,3,4,1,1
3,0.15,-31.491,26.375915188145832,2,2012,3,0,2002.617,9,1,3,4,2,6
2,0.07,270.9474,26.375915188145832,3,2013,1,0,1439.9748,5,1,3,0,0,4
8,0.2,-73.8192,26.375915188145832,10,2012,2,0,1205.3279873285242,24,3,0,6,0,5
3,0.0,7.38,26.375915188145832,9,2013,2,0,1205.3279873285242,25,1,2,0,2,0
6,0.0,280.92,26.375915188145832,9,2014,1,0,1205.3279873285242,9,3,0,5,0,4
4,0.0,116.0,26.375915188145832,10,2014,1,0,1719.68,28,0,1,5,0,5
9,0.1,87.264,26.375915188145832,11,2012,3,0,1205.3279873285242,8,3,3,0,0,4
9,0.0,11.34,26.375915188145832,4,2012,2,0,1205.3279873285242,11,3,3,4,1,14
3,0.2,56.7,26.375915188145832,11,2014,2,0,1237.68,12,0,1,5,2,0
2,0.0,161.16,26.375915188145832,9,2011,3,0,848.4,8,0,2,1,1,14
3,0.0,228.84,26.375915188145832,5,2014,1,0,1806.84,20,1,2,5,1,1
7,0.1,145.887,26.375915188145832,6,2011,2,0,1205.3279873285242,22,1,3,4,0,5
7,0.0,84.42,26.375915188145832,2,2012,2,0,1205.3279873285242,15,0,0,5,2,0
5,0.1,213.24,26.375915188145832,6,2012,1,0,1205.3279873285242,19,1,3,4,1,14
3,0.0,83.4,26.375915188145832,9,2014,0,0,1001.3399999999999,22,1,0,5,2,13
7,0.0,158.529,26.375915188145832,12,2013,1,0,1205.3279873285242,10,3,0,6,0,16
4,0.0,365.64,26.375915188145832,6,2014,5,1,1205.3279873285242,28,0,2,1,1,14
4,0.0,9.72,26.375915188145832,11,2014,5,1,1205.3279873285242,29,3,3,0,2,6
6,0.6,-590.904,26.375915188145832,12,2013,1,0,1205.3279873285242,10,1,3,3,0,4
3,0.0,262.71,26.375915188145832,9,2012,0,0,1576.53,3,3,1,0,2,11
5,0.0,180.0,26.375915188145832,1,2014,3,0,1205.3279873285242,16,3,0,5,2,13
4,0.0,213.96,26.375915188145832,12,2012,6,1,1205.3279873285242,9,1,0,1,0,4
8,0.0,137.04,26.375915188145832,4,2013,4,0,1205.3279873285242,5,3,3,0,2,0
3,0.0,210.78,26.375915188145832,8,2012,2,0,1205.3279873285242,1,3,3,0,1,1
3,0.0,39.06,26.375915188145832,5,2011,5,1,1205.3279873285242,28,1,3,5,2,13
4,0.0,399.84,26.375915188145832,5,2011,4,0,1205.3279873285242,13,1,2,4,2,0
13,0.0,406.7154,26.375915188145832,1,2013,2,0,1205.3279873285242,23,3,3,6,1,14
10,0.1,138.78,26.375915188145832,11,2013,0,0,1205.3279873285242,25,1,2,4,1,14
14,0.1,-42.504,26.375915188145832,1,2014,1,0,1205.3279873285242,7,3,3,0,1,1
6,0.65,-235.773,26.375915188145832,2,2011,2,0,1205.3279873285242,2,1,3,4,2,6
4,0.0,168.96,26.375915188145832,11,2013,3,0,1988.64,28,1,2,4,2,6
4,0.0,156.12,26.375915188145832,2,2013,2,0,2153.76,27,1,0,0,1,14
2,0.0,20.1,26.375915188145832,9,2013,2,0,575.88,25,1,1,3,0,4
3,0.0,297.6435,26.375915188145832,12,2013,0,0,1205.3279873285242,2,3,2,6,1,1
6,0.0,300.78,26.375915188145832,11,2012,4,0,1205.3279873285242,16,3,3,4,2,11
5,0.2,25.245,26.375915188145832,12,2013,3,0,2019.6000000000001,12,0,0,6,0,5
3,0.0,0.0,26.375915188145832,1,2012,5,1,1205.3279873285242,7,3,3,0,0,16
4,0.0,139.56,26.375915188145832,10,2014,0,0,1860.96,20,1,2,4,2,0
2,0.0,79.68,26.375915188145832,5,2011,5,1,1449.6,14,1,1,3,0,4
6,0.1,-75.672,26.375915188145832,6,2011,4,0,1205.3279873285242,3,3,3,0,0,5
4,0.0,135.24,26.375915188145832,11,2011,2,0,2082.24,16,0,2,1,2,6
2,0.0,42.84,26.375915188145832,4,2014,2,0,504.36,9,0,0,3,2,13
3,0.0,35.01,26.375915188145832,12,2013,4,0,1501.47,13,1,3,0,2,13
3,0.002,202.30728,26.375915188145832,10,2011,3,0,1905.26184,13,2,3,5,2,6
5,0.0,572.55,26.375915188145832,1,2014,0,0,1205.3279873285242,13,3,3,4,2,0
7,0.4,59.22,26.375915188145832,1,2011,5,1,1205.3279873285242,22,1,3,4,1,14
3,0.0,303.48,26.375915188145832,1,2014,0,0,1205.3279873285242,6,3,2,4,2,11
4,0.0,0.0,26.375915188145832,4,2014,1,0,1205.3279873285242,8,1,2,5,2,0
5,0.0,702.75,26.375915188145832,12,2012,3,0,1205.3279873285242,20,2,3,4,1,1
6,0.55,-387.864,26.375915188145832,1,2013,2,0,1205.3279873285242,9,3,0,0,0,16
4,0.2,-59.8356,26.375915188145832,1,2013,2,0,1740.672,30,0,2,6,0,5
7,0.1,17.787,26.375915188145832,6,2014,0,0,1205.3279873285242,9,2,3,4,1,14
8,0.0,216.32,26.375915188145832,10,2013,2,0,1205.3279873285242,9,1,3,5,0,4
7,0.1,129.36,26.375915188145832,9,2011,0,0,1205.3279873285242,12,1,3,4,2,13
2,0.2,50.098,26.375915188145832,9,2013,3,0,1603.136,19,1,3,6,0,5
7,0.0,238.77,26.375915188145832,3,2012,0,0,1205.3279873285242,26,1,1,4,1,1
6,0.0,240.84,26.375915188145832,2,2012,1,0,1205.3279873285242,7,1,3,4,0,9
4,0.17,215.0304,26.375915188145832,7,2013,1,0,1205.3279873285242,16,3,3,0,1,1
2,0.0,208.44,26.375915188145832,9,2013,2,0,1205.3279873285242,25,1,3,0,2,13
6,0.6,-690.3,26.375915188145832,5,2014,2,0,1205.3279873285242,7,1,3,3,0,5
4,0.002,168.79008,26.375915188145832,11,2012,1,0,1205.3279873285242,13,1,0,5,2,6
5,0.1,-56.715,26.375915188145832,3,2011,2,0,1205.3279873285242,30,1,3,4,0,5
7,0.2,-65.884,26.375915188145832,12,2014,0,0,1205.3279873285242,1,0,0,5,0,5
5,0.0,57.6,26.375915188145832,9,2012,4,0,1205.3279873285242,28,1,0,5,2,11
7,0.1,69.636,26.375915188145832,12,2014,6,1,1205.3279873285242,7,1,0,4,2,13
1,0.0,263.04,26.375915188145832,4,2011,4,0,526.08,8,0,0,1,1,1
3,0.0,197.16,26.375915188145832,11,2011,2,0,1848.42,16,3,0,5,1,1
2,0.1,-41.52,26.375915188145832,12,2014,0,0,1494.72,8,2,3,4,0,4
9,0.0,27.0,26.375915188145832,3,2011,3,0,1205.3279873285242,24,0,0,4,1,3
3,0.1,8.28,26.375915188145832,7,2014,5,1,1205.3279873285242,12,1,2,4,1,1
4,0.0,525.6,26.375915188145832,5,2014,2,0,1205.3279873285242,28,2,3,1,0,16
6,0.1,217.224,26.375915188145832,12,2011,5,1,1205.3279873285242,31,1,0,4,0,4
8,0.0,78.96,26.375915188145832,8,2011,3,0,1205.3279873285242,4,0,2,4,1,2
2,0.0,226.8,26.375915188145832,8,2012,4,0,1054.92,10,1,3,1,2,6
3,0.0,199.8,26.375915188145832,10,2014,0,0,1205.3279873285242,6,1,3,4,2,11
3,0.0,114.75,26.375915188145832,2,2013,2,0,1565.46,27,1,0,0,0,5
6,0.4,-542.328,26.375915188145832,10,2013,4,0,1205.3279873285242,4,1,3,5,0,5
5,0.0,35.7,26.375915188145832,6,2012,0,0,1205.3279873285242,18,1,2,4,2,13
2,0.0,332.7,26.375915188145832,4,2013,2,0,1446.6,17,2,3,0,2,6
6,0.1,834.552,26.375915188145832,11,2014,6,1,1205.3279873285242,16,3,3,0,0,5
3,0.2,109.3365,26.375915188145832,6,2012,1,0,1205.3279873285242,26,3,3,6,2,13
6,0.002,566.55264,26.375915188145832,7,2012,0,0,1205.3279873285242,9,3,3,5,2,6
4,0.0,183.36,26.375915188145832,6,2011,3,0,1205.3279873285242,23,2,3,3,2,6
7,0.0,301.98,26.375915188145832,8,2013,3,0,1205.3279873285242,1,3,3,0,2,13
2,0.0,8.28,26.375915188145832,9,2013,4,0,829.44,13,0,1,0,1,14
8,0.7,-819.376,26.375915188145832,8,2011,2,0,1205.3279873285242,31,1,3,5,0,16
2,0.1,243.096,26.375915188145832,1,2014,5,1,1151.712,25,2,3,0,2,6
4,0.0,73.08,26.375915188145832,12,2013,2,0,1205.3279873285242,25,3,3,3,0,4
1,0.0,33.0,26.375915188145832,10,2014,0,0,300.18,20,0,0,2,2,11
6,0.1,1130.346,26.375915188145832,12,2012,1,0,1205.3279873285242,25,3,3,4,1,1
6,0.25,-77.04,26.375915188145832,11,2012,2,0,1205.3279873285242,14,1,2,0,0,9
9,0.0,215.73,26.375915188145832,7,2011,1,0,1205.3279873285242,19,1,0,0,2,11
1,0.0,17.58,26.375915188145832,7,2014,2,0,439.5,23,0,0,3,0,4
6,0.2,287.982,26.375915188145832,12,2011,3,0,1205.3279873285242,29,1,3,6,2,11
3,0.2,51.1485,26.375915188145832,12,2011,5,1,1205.3279873285242,24,3,3,6,2,13
3,0.5,-306.36,26.375915188145832,8,2011,3,0,1178.01,25,0,0,4,2,6
7,0.0,123.69,26.375915188145832,5,2014,3,0,1205.3279873285242,8,1,0,0,0,9
4,0.0,201.312,26.375915188145832,9,2014,3,0,1677.6,4,1,2,6,1,12
3,0.0,173.0316,26.375915188145832,5,2011,5,1,1853.91,21,1,3,6,2,13
6,0.4,-133.668,26.375915188145832,7,2013,3,0,1205.3279873285242,11,1,3,0,0,4
3,0.0,218.2518,26.375915188145832,12,2014,1,0,1205.3279873285242,23,3,3,6,1,1
3,0.1,-41.796,26.375915188145832,7,2013,2,0,1205.3279873285242,17,3,3,0,0,5
7,0.002,462.35336,26.375915188145832,6,2012,0,0,1205.3279873285242,4,3,3,5,2,6
6,0.1,173.7408,26.375915188145832,11,2014,1,0,1205.3279873285242,25,3,3,6,0,5
3,0.0,757.4112,26.375915188145832,9,2014,0,0,1205.3279873285242,8,3,3,6,1,3
2,0.0,43.44,26.375915188145832,9,2011,2,0,1241.28,21,1,0,1,1,1
